#{"t_start": 1747140063.5883043, "env_id": "None"}
r,l,t
663.924988,10,9933.024727
573.753159,10,9936.098202
992.240982,10,9940.770892
1050.025787,10,9943.821861
893.838837,10,9946.723107
1132.212387,10,9950.204933
1160.946342,10,9952.739218
706.897423,10,9955.184868
1078.701416,10,9957.687572
757.353714,10,9962.19758
803.761223,10,9965.379596
646.274933,10,9969.619063
505.156677,10,9973.960275
1378.486008,10,9977.693763
1331.04184,10,9981.384744
1430.643349,10,9984.122704
1296.984779,10,9988.924985
1105.591866,10,9991.718683
-105.373154,10,9993.874523
834.170303,10,9998.076713
38.069992,10,10000.72715
287.528,10,10003.905988
659.965958,10,10008.079694
406.998703,10,10010.639952
1409.275131,10,10014.621478
1577.109802,10,10017.545522
1505.966217,10,10020.061419
955.57663,10,10024.243252
835.757248,10,10028.563434
947.21669,10,10031.841869
540.912949,10,10035.912987
910.123344,10,10039.475585
487.587784,10,10043.541308
891.271927,10,10047.103407
731.383606,10,10051.165371
889.30098,10,10054.404269
1060.007965,10,10059.436651
941.64653,10,10062.127653
1187.656525,10,10065.639591
523.952553,10,10068.316412
384.226334,10,10071.05406
493.606766,10,10075.120079
470.387299,10,10078.426245
547.807236,10,10082.274384
734.638184,10,10084.967633
489.683914,10,10088.980321
1336.248055,10,10092.731122
1215.006554,10,10096.176665
1376.813721,10,10098.78065
1421.058319,10,10101.871871
1086.700165,10,10105.605152
647.495544,10,10110.13524
581.282234,10,10112.619041
582.970078,10,10115.68242
331.453262,10,10118.5453
298.560448,10,10121.816603
649.586365,10,10124.697804
701.163673,10,10129.498476
548.83519,10,10132.314399
233.499451,10,10136.355898
748.467827,10,10140.940485
638.686264,10,10143.612887
768.277466,10,10146.132105
478.224747,10,10149.543323
603.076645,10,10152.87035
1039.325272,10,10155.506597
741.839188,10,10160.31844
1052.761978,10,10161.865668
995.154572,10,10165.508741
498.682007,10,10168.359288
661.444031,10,10172.021963
1015.403442,10,10174.10495
728.857933,10,10176.750671
752.727386,10,10179.271677
1041.264099,10,10181.799832
668.418007,10,10185.779814
678.167007,10,10189.468154
900.741806,10,10192.288614
1027.395401,10,10196.86579
741.266319,10,10199.504119
649.401474,10,10202.978148
772.519112,10,10205.361563
822.699951,10,10208.712413
795.230347,10,10210.58489
672.004204,10,10214.352575
738.210442,10,10217.000125
784.960251,10,10220.015978
726.010666,10,10222.506711
726.289009,10,10225.739422
994.863937,10,10228.49358
742.627365,10,10231.353735
690.619301,10,10233.785613
662.274391,10,10236.95521
696.678253,10,10239.575134
876.498047,10,10243.053684
715.427338,10,10247.202759
434.102249,10,10250.062433
1146.998062,10,10253.518857
523.357994,10,10256.501188
442.12265,10,10259.57678
767.082642,10,10262.063061
772.810699,10,10265.17357
470.513794,10,10267.842378
549.35952,10,10271.171565
928.510117,10,10274.030606
909.842331,10,10276.78022
612.338745,10,10279.713764
550.996674,10,10282.690914
475.899567,10,10287.616392
753.241455,10,10290.454435
356.837311,10,10293.402496
831.834366,10,10296.482263
638.099113,10,10298.089259
857.917313,10,10301.619132
267.744507,10,10302.832335
661.753502,10,10307.19553
788.346786,10,10308.422548
1062.285973,10,10311.290434
806.477921,10,10313.892744
943.149651,10,10317.43023
1091.28994,10,10319.322349
659.138809,10,10322.408418
907.15802,10,10324.851952
952.271194,10,10328.068597
719.960114,10,10331.623271
482.424492,10,10334.589847
1150.962669,10,10337.684308
767.341713,10,10341.419801
540.685638,10,10344.360781
714.492317,10,10346.831544
785.30143,10,10349.067511
830.411415,10,10351.099583
917.427635,10,10354.443379
1095.875381,10,10357.824084
879.974525,10,10360.754852
776.658966,10,10362.466797
509.207771,10,10366.504476
729.955086,10,10368.078966
966.294144,10,10371.982695
875.968987,10,10373.872777
583.428139,10,10377.619483
762.880493,10,10380.259904
406.544525,10,10383.181889
349.459724,10,10384.73878
274.898361,10,10388.266543
692.934776,10,10390.533684
454.845764,10,10394.491677
175.014,10,10397.61554
354.235992,10,10400.658833
217.097183,10,10403.304688
262.892632,10,10406.368478
84.815994,10,10409.468252
318.321396,10,10412.165781
415.404358,10,10415.646378
503.298622,10,10419.773931
451.871986,10,10423.179533
467.130333,10,10425.748454
571.055595,10,10428.634374
715.575981,10,10431.187057
303.859299,10,10434.288202
344.079002,10,10437.38053
799.406189,10,10439.787163
528.477028,10,10442.864212
378.510071,10,10445.794453
271.845367,10,10447.221309
549.211132,10,10450.787756
673.279709,10,10453.97351
217.91832,10,10454.645684
394.977921,10,10458.457209
494.650894,10,10461.318852
654.266724,10,10462.790148
513.281723,10,10465.674391
548.599762,10,10468.21058
503.460861,10,10471.442439
673.402481,10,10474.214142
715.429649,10,10476.615246
705.920235,10,10479.382627
874.175148,10,10482.265574
683.810707,10,10484.814477
658.001007,10,10487.942581
840.898384,10,10490.583414
754.528259,10,10492.892081
627.026474,10,10495.674302
141.304977,10,10497.348261
812.36425,10,10499.229502
186.816971,10,10502.751668
413.994659,10,10504.885198
225.774521,10,10507.283607
228.166306,10,10510.15198
276.124725,10,10512.394153
403.198509,10,10515.022206
284.650215,10,10517.9108
306.397995,10,10519.229008
354.285851,10,10521.720097
225.536415,10,10523.845815
330.337891,10,10526.281586
267.930649,10,10528.181451
390.077393,10,10529.707268
240.005302,10,10532.715328
255.559998,10,10536.80639
329.973091,10,10538.280415
357.548607,10,10540.879151
232.215866,10,10544.389027
379.756653,10,10546.564554
333.118172,10,10548.48397
351.439217,10,10551.140025
334.549339,10,10554.209763
398.773991,10,10557.200808
283.336288,10,10560.070846
399.529236,10,10562.775176
667.263954,10,10566.175081
911.509888,10,10569.722284
1161.106934,10,10572.447151
674.32737,10,10573.684467
1124.760002,10,10576.518638
1010.02906,10,10579.201702
531.806847,10,10582.133116
406.674133,10,10584.782263
752.633385,10,10587.500544
525.971764,10,10590.364959
637.466797,10,10593.507867
709.163101,10,10597.918622
644.89299,10,10600.678148
671.96701,10,10602.200588
343.752495,10,10604.999045
511.939316,10,10608.216693
271.458054,10,10610.900694
391.406258,10,10614.261263
424.935364,10,10615.549346
419.799057,10,10618.16134
414.72097,10,10620.981281
466.484623,10,10623.774925
301.095966,10,10626.818515
350.849289,10,10629.412221
305.975723,10,10632.202135
305.495697,10,10635.076882
504.083775,10,10637.478547
408.27195,10,10640.456279
632.781769,10,10643.442033
461.375671,10,10646.414481
128.576309,10,10649.613977
807.14592,10,10652.128407
-74.954041,10,10654.563177
207.78801,10,10657.587082
595.798203,10,10662.03629
57.038994,10,10664.464573
772.401039,10,10665.578216
671.984589,10,10668.023169
628.978134,10,10671.153081
511.457039,10,10673.982756
748.404301,10,10676.807109
665.279671,10,10679.374537
544.813248,10,10682.578064
656.673584,10,10686.019657
717.454201,10,10689.176252
595.104759,10,10692.437412
645.695374,10,10695.356649
629.42337,10,10696.021922
403.091621,10,10698.747121
863.771706,10,10701.131246
544.64093,10,10703.649988
474.100929,10,10706.449198
744.37257,10,10709.149743
373.806725,10,10709.911196
491.892563,10,10713.508451
681.356636,10,10716.528835
396.116028,10,10719.976119
488.990654,10,10723.134379
690.108658,10,10724.881849
532.100662,10,10726.623919
604.586693,10,10729.247172
636.40332,10,10731.439638
800.387665,10,10734.11338
190.370293,10,10736.958408
781.835258,10,10738.134561
702.62738,10,10740.883421
113.405365,10,10743.111075
435.891632,10,10745.846789
257.638977,10,10748.391804
412.054367,10,10751.026117
400.366699,10,10753.654859
143.961319,10,10755.598819
617.406143,10,10758.003941
780.606369,10,10760.515472
46.684616,10,10763.672787
760.177246,10,10766.516624
113.098633,10,10768.032913
482.579941,10,10770.586692
532.335052,10,10773.460933
689.533401,10,10776.251874
-7.323692,10,10779.221444
182.920387,10,10781.57034
525.019951,10,10784.309953
660.983376,10,10786.988554
734.226028,10,10788.712054
791.776337,10,10791.632669
717.60936,10,10793.04803
151.831009,10,10795.648448
161.507645,10,10798.532456
96.706367,10,10801.03475
174.109627,10,10803.679748
96.387314,10,10806.464189
258.458954,10,10808.996789
-5.248657,10,10810.903676
-263.791328,10,10812.503581
163.643353,10,10815.214742
-94.695358,10,10817.999687
145.398376,10,10820.930858
188.345657,10,10823.139199
92.79834,10,10825.988032
70.567055,10,10828.581355
763.008026,10,10831.000282
441.919685,10,10833.653514
677.406631,10,10836.485464
699.573212,10,10837.564284
557.130283,10,10840.958356
463.81636,10,10843.111513
297.418518,10,10845.648429
258.076153,10,10848.14177
345.238903,10,10850.660253
552.930347,10,10853.260001
533.136272,10,10855.997366
296.709709,10,10856.674345
396.362907,10,10859.34924
484.453316,10,10861.666375
319.830353,10,10864.373947
569.932625,10,10866.936116
450.700613,10,10869.64381
385.675388,10,10872.551207
477.536591,10,10875.542658
523.925804,10,10878.444951
764.350662,10,10881.078907
657.534256,10,10883.113322
722.847286,10,10885.781256
153.579071,10,10889.50404
807.656479,10,10891.584684
319.823704,10,10894.912212
517.859497,10,10897.014453
467.219048,10,10899.598062
1006.109863,10,10901.153761
388.384415,10,10903.820145
476.989655,10,10906.614586
526.834946,10,10909.644624
520.654018,10,10912.46133
478.848701,10,10916.399858
-1.131454,10,10920.03947
362.521667,10,10921.058361
932.863861,10,10923.531302
514.358898,10,10928.25128
342.736084,10,10931.277487
185.994911,10,10934.493317
535.636925,10,10937.772947
562.33432,10,10942.581817
313.07309,10,10946.221899
1043.45578,10,10948.856972
762.048447,10,10952.270717
736.702187,10,10956.798752
1096.292442,10,10959.443767
623.648346,10,10963.299231
682.215271,10,10967.410609
624.170578,10,10970.874624
1084.883469,10,10973.968959
805.12674,10,10976.677809
663.651375,10,10979.11028
287.64389,10,10982.229549
473.906593,10,10985.095737
570.122101,10,10988.302242
504.814964,10,10990.515526
309.660622,10,10994.33391
970.273567,10,10999.189372
964.115845,10,11002.024848
898.537727,10,11007.076457
1041.173843,10,11009.441883
692.974422,10,11012.919723
687.523659,10,11015.637371
799.655556,10,11020.539217
476.518646,10,11024.460999
291.144012,10,11028.081348
380.834686,10,11030.550567
829.229401,10,11034.479215
715.800919,10,11038.084223
279.611977,10,11043.074557
163.033943,10,11044.917324
605.047981,10,11049.17482
425.286736,10,11053.265398
413.230793,10,11057.683343
815.083057,10,11060.99063
1224.594482,10,11064.438269
1262.072777,10,11069.600432
533.592621,10,11072.429523
812.934181,10,11077.00284
1014.286102,10,11080.114735
702.651459,10,11082.724048
968.116287,10,11086.007863
872.444412,10,11090.29862
664.763695,10,11094.093908
766.168076,10,11098.687927
651.351913,10,11101.952522
1173.069763,10,11105.059345
1168.668671,10,11108.605665
1105.810455,10,11113.026206
388.531738,10,11116.985384
458.083183,10,11120.100254
908.602142,10,11123.521325
925.640495,10,11128.170436
1184.816467,10,11131.058547
995.828201,10,11136.207068
574.691895,10,11139.769185
665.776344,10,11144.745645
735.658081,10,11148.037892
799.593887,10,11150.373215
662.547737,10,11153.142725
858.493301,10,11157.284019
994.845901,10,11161.474756
777.379059,10,11164.317233
840.737495,10,11169.229257
694.694382,10,11172.715701
645.121124,10,11175.477984
590.22229,10,11178.468962
663.897003,10,11181.702581
663.551277,10,11185.56464
570.31221,10,11189.05057
658.516258,10,11192.491282
866.641968,10,11195.85602
841.241425,10,11200.505556
940.499374,10,11204.321528
722.112518,10,11207.044405
1132.508354,10,11209.677205
798.111771,10,11213.864866
721.405472,10,11217.722872
623.520782,10,11220.512023
-19.827057,10,11224.229809
608.673737,10,11227.517834
1197.276917,10,11230.375172
1038.921936,10,11234.493001
1094.263367,10,11238.86774
1084.430374,10,11243.96805
1326.502991,10,11244.437625
1326.502991,10,11244.572448
1326.502991,10,11244.698609
1326.502991,10,11244.818984
1326.502991,10,11244.953499
1154.399017,10,11249.530807
1147.846634,10,11252.738325
1181.866226,10,11257.875939
490.764664,10,11262.107588
624.991364,10,11267.235979
772.052063,10,11268.934938
25.429001,10,11272.327219
450.045303,10,11277.080873
415.307526,10,11281.11709
310.691544,10,11284.652363
441.725891,10,11287.892111
637.371078,10,11292.958927
473.480545,10,11297.956985
414.522934,10,11301.132005
473.781677,10,11304.658403
747.525604,10,11309.411404
935.522591,10,11312.989038
1257.819,10,11315.655509
684.356895,10,11319.74318
694.904068,10,11324.758207
324.750885,10,11329.405633
227.546829,10,11334.30287
466.320877,10,11338.40761
378.06897,10,11341.793361
409.26506,10,11347.011756
506.508438,10,11349.961648
556.412491,10,11353.038891
713.070602,10,11357.855846
1172.895004,10,11361.465352
694.734749,10,11364.897794
948.91481,10,11369.439497
861.775269,10,11372.730855
996.551804,10,11375.445446
758.97139,10,11378.481925
766.415939,10,11383.357587
556.001495,10,11386.51919
1173.622147,10,11389.570508
1330.343307,10,11393.249774
965.121254,10,11397.674863
878.0569,10,11400.48577
1385.347214,10,11403.132284
1021.568771,10,11406.263585
1097.800995,10,11411.420194
1025.090851,10,11414.140753
938.190536,10,11416.937725
827.388229,10,11421.32945
140.538666,10,11423.322202
208.409607,10,11425.863578
344.064224,10,11429.65623
309.801865,10,11433.991261
886.243095,10,11438.069754
822.663162,10,11442.569177
1292.346344,10,11445.630328
731.421402,10,11448.448773
1069.790314,10,11452.17844
1255.722717,10,11456.797311
891.44989,10,11459.575942
1001.093292,10,11462.20437
892.734055,10,11466.152722
1082.784637,10,11470.110259
1235.667587,10,11472.833766
604.527367,10,11475.476429
620.420975,10,11478.920054
665.178703,10,11482.323526
861.180847,10,11484.716949
936.708412,10,11487.183604
831.091507,10,11491.95933
828.690521,10,11495.931386
777.307098,10,11498.779606
826.56337,10,11502.536847
772.406387,10,11506.860092
1002.262039,10,11509.608408
890.803497,10,11512.856569
489.640854,10,11515.999805
568.297066,10,11519.420144
1037.54187,10,11521.316818
439.995758,10,11524.345659
728.588669,10,11528.909802
600.743301,10,11531.061037
878.770721,10,11534.927397
264.722168,10,11538.297428
699.655212,10,11541.663067
845.75441,10,11545.881711
963.341431,10,11549.475569
745.21714,10,11552.217089
718.52549,10,11554.738359
752.616646,10,11558.284941
645.827057,10,11560.957694
918.227089,10,11563.754571
966.091034,10,11567.724898
287.059723,10,11570.805466
496.293655,10,11573.161399
700.711876,10,11577.63872
392.410248,10,11580.486219
831.579117,10,11583.02256
665.864288,10,11586.970574
985.815628,10,11591.050964
723.067711,10,11594.203209
719.113419,10,11597.35449
685.919807,10,11600.22145
850.778114,10,11603.63429
471.449341,10,11608.269691
633.658165,10,11611.09715
488.879608,10,11614.527383
575.631973,10,11617.356982
146.844223,10,11621.108299
122.555481,10,11624.691612
156.081001,10,11626.316762
614.474968,10,11630.898694
949.537231,10,11633.942047
1275.16095,10,11636.481869
898.79538,10,11639.700861
991.007576,10,11642.433365
486.422211,10,11645.674116
397.147331,10,11649.580454
622.250755,10,11652.168388
429.41626,10,11655.714537
738.745987,10,11658.949029
460.3423,10,11662.250303
381.581871,10,11666.269614
1088.869774,10,11668.192019
504.921829,10,11672.689723
473.631783,10,11675.78564
667.919617,10,11679.02121
550.976776,10,11681.710073
24.299896,10,11684.690264
-3.007416,10,11689.580368
0.236847,10,11692.168999
859.642105,10,11694.638039
254.856812,10,11698.105358
-74.920097,10,11701.11299
46.473587,10,11704.115797
49.59008,10,11706.80253
535.56073,10,11710.502465
363.766434,10,11712.734145
286.695618,10,11715.567219
150.272163,10,11719.787179
-104.013062,10,11721.747283
349.779312,10,11726.002494
361.414764,10,11728.373953
746.733185,10,11731.807956
694.807602,10,11734.64931
1061.327484,10,11737.320703
747.641617,10,11740.329498
1081.895462,10,11742.894458
937.173744,10,11745.745196
344.580116,10,11748.446079
1206.614761,10,11749.370123
806.891563,10,11753.726786
325.538483,10,11755.390679
993.943726,10,11759.495339
997.438744,10,11762.154918
771.413185,10,11765.510852
794.422348,10,11768.509178
782.139061,10,11771.700715
443.600784,10,11774.627795
78.661369,10,11778.002026
329.492538,10,11780.910936
447.513618,10,11785.051606
628.102982,10,11787.884836
32.873398,10,11790.931261
29.417984,10,11793.714269
119.884583,10,11796.669537
227.592743,10,11799.734688
401.487534,10,11802.092495
650.242401,10,11805.094795
652.946815,10,11808.158225
579.357346,10,11811.014239
237.475113,10,11813.252096
343.892998,10,11816.056988
197.786743,10,11819.006561
298.89537,10,11821.675727
445.457214,10,11824.592441
383.967102,10,11827.683987
222.750397,10,11830.579025
477.963547,10,11834.314821
334.475235,10,11837.958531
212.24617,10,11841.34219
305.753677,10,11843.960371
553.683022,10,11846.958953
633.291946,10,11849.688914
391.355927,10,11852.776562
371.496048,10,11855.222416
282.912674,10,11858.578234
191.491264,10,11861.373524
773.109314,10,11864.562724
997.117958,10,11866.97353
109.38665,10,11869.66777
458.776245,10,11872.092834
473.511047,10,11875.236697
610.651421,10,11877.944887
429.211662,10,11881.231731
440.611992,10,11884.298246
427.204346,10,11887.013116
545.360622,10,11891.173812
639.30867,10,11892.444906
412.298126,10,11897.013365
45.833588,10,11897.916958
496.619064,10,11902.327023
509.204765,10,11905.290942
159.214417,10,11908.132676
633.32682,10,11911.144895
847.92263,10,11913.681676
69.216949,10,11916.384329
305.405853,10,11917.882968
528.294365,10,11921.994679
212.819679,10,11923.645791
253.080986,10,11927.497526
26.378006,10,11930.221751
417.568001,10,11933.02176
165.011734,10,11936.392249
227.490509,10,11939.329041
331.493332,10,11942.076547
263.230026,10,11945.16441
207.899277,10,11947.771517
375.916939,10,11950.525135
85.483242,10,11953.768386
254.240551,10,11956.143507
325.7943,10,11958.977968
520.422386,10,11961.672169
209.768539,10,11964.485342
270.449242,10,11966.901781
413.385735,10,11969.973222
160.430397,10,11972.947501
213.32608,10,11975.316431
154.781441,10,11978.238811
483.442909,10,11981.620528
455.018356,10,11984.034901
488.003349,10,11986.885582
564.622284,10,11989.277433
516.558289,10,11992.242519
717.948982,10,11995.213609
593.731476,10,11997.621081
531.946358,10,12000.541916
544.899025,10,12003.339446
459.733379,10,12005.677838
499.229549,10,12008.339528
819.732536,10,12009.32691
549.701397,10,12012.196458
155.377083,10,12014.936063
454.2243,10,12017.366112
578.670982,10,12020.625756
96.757629,10,12023.647884
587.472946,10,12025.736635
682.163605,10,12028.73608
255.060982,10,12031.142152
621.821625,10,12034.011605
536.256363,10,12037.048195
457.881126,10,12039.449547
422.703018,10,12042.299804
309.034927,10,12044.691172
261.175983,10,12047.573981
295.848877,10,12050.22667
308.972122,10,12052.799568
307.594662,10,12055.487349
145.236687,10,12058.211238
630.633453,10,12060.890739
183.985649,10,12063.664797
435.497364,10,12065.908829
348.177956,10,12069.209084
399.56834,10,12072.167033
217.099365,10,12074.114492
250.665855,10,12076.746601
657.085403,10,12078.275504
529.46386,10,12080.746001
304.135391,10,12083.485054
657.617485,10,12085.798173
614.15461,10,12088.703637
648.996811,10,12091.186142
524.033997,10,12094.318311
191.875206,10,12097.143363
17.903366,10,12099.68472
17.717102,10,12102.782508
180.855705,10,12105.874758
241.861275,10,12108.899331
767.868683,10,12111.578294
151.083588,10,12114.200409
270.41143,10,12116.981006
544.397751,10,12119.728484
249.177399,10,12122.855167
234.578934,10,12125.605268
643.201141,10,12127.962904
238.208,10,12130.890963
558.810402,10,12133.271934
395.685005,10,12136.811505
633.192039,10,12139.330428
471.573349,10,12142.308184
206.432663,10,12144.786076
60.833344,10,12147.61258
160.337654,10,12150.521806
120.557297,10,12153.199248
-8.865402,10,12155.979188
218.168381,10,12158.925131
147.468994,10,12161.445845
21.822334,10,12164.364524
134.902969,10,12167.297261
90.514023,10,12170.196284
107.531006,10,12173.250724
69.313049,10,12176.174696
242.89045,10,12179.478813
-95.267296,10,12181.499324
228.349953,10,12184.369599
160.134247,10,12186.999505
211.701836,10,12189.816974
725.631905,10,12192.532338
771.462517,10,12195.282193
543.816566,10,12198.269578
653.586266,10,12200.503285
872.465256,10,12203.8648
434.111206,10,12207.551251
63.118889,10,12209.720208
567.752678,10,12212.250839
562.134308,10,12215.298908
179.466957,10,12219.130884
748.034111,10,12221.344798
494.163612,10,12223.838842
25.115555,10,12226.496747
442.807022,10,12229.607994
708.135635,10,12233.481017
1232.17186,10,12234.935731
486.013496,10,12237.374667
656.463669,10,12239.598671
658.255348,10,12242.423094
838.315617,10,12245.206437
603.021702,10,12246.347413
531.329605,10,12249.66048
914.763718,10,12252.370106
468.791702,10,12254.542508
706.737045,10,12256.72614
490.166565,10,12259.378375
396.272629,10,12261.644477
-18.10284,10,12264.585797
365.362396,10,12267.361926
218.548004,10,12270.155104
284.648659,10,12272.902542
618.869205,10,12275.007555
272.294682,10,12278.628422
396.965042,10,12281.104424
157.203003,10,12283.972013
319.536011,10,12287.089922
349.244453,10,12289.6628
203.539291,10,12291.696012
495.553024,10,12294.684031
274.895439,10,12297.732247
324.396049,10,12300.657088
583.651321,10,12303.306387
517.691994,10,12306.017739
992.262238,10,12308.886938
524.266533,10,12311.817694
274.609253,10,12314.084898
409.420033,10,12316.514351
550.709927,10,12319.883854
400.172401,10,12322.80026
566.118286,10,12325.224183
541.881638,10,12326.264891
431.702621,10,12328.91625
810.919601,10,12331.219451
457.168373,10,12334.093487
195.605682,10,12336.955931
346.219597,10,12339.690153
476.494114,10,12341.069649
15.932125,10,12343.365167
473.350597,10,12345.413647
523.257618,10,12348.463551
47.067383,10,12351.306261
287.149796,10,12354.192614
196.842285,10,12356.535882
502.730988,10,12359.970592
255.935669,10,12363.561911
177.315712,10,12367.276752
615.323273,10,12370.311572
718.254654,10,12373.3033
442.536568,10,12375.993399
549.806015,10,12378.993348
748.951698,10,12381.640878
658.013466,10,12384.582161
756.727577,10,12387.888355
1363.007668,10,12391.156819
639.449203,10,12395.753397
233.407654,10,12398.806544
765.414726,10,12402.904385
790.486221,10,12406.995539
706.175797,10,12410.064915
866.619873,10,12413.373176
516.707504,10,12417.917221
463.941223,10,12422.071993
701.604439,10,12425.03163
738.183456,10,12428.430067
656.794823,10,12433.699389
684.441811,10,12436.423097
631.54911,10,12439.276194
595.589722,10,12444.321572
713.439308,10,12447.163217
648.948227,10,12451.137269
260.767899,10,12453.993394
1122.435181,10,12457.66291
996.02356,10,12462.319562
1112.968163,10,12465.951063
947.903069,10,12470.694796
949.721977,10,12473.452832
1182.413231,10,12478.868596
771.902313,10,12480.867957
1079.688873,10,12485.299925
629.990326,10,12488.333895
1114.639282,10,12493.284861
1319.945953,10,12496.198264
1110.86058,10,12498.940318
987.494133,10,12504.486165
683.723495,10,12506.935613
947.84301,10,12510.385942
996.889351,10,12513.594614
810.379631,10,12518.051752
665.906235,10,12521.571823
753.741852,10,12525.075823
1106.787689,10,12528.539979
700.189926,10,12532.450733
777.53569,10,12536.033625
659.836891,10,12538.588913
408.451225,10,12542.434936
877.149109,10,12546.19213
672.296249,10,12548.398684
527.242714,10,12552.653955
645.073105,10,12555.368999
520.611679,10,12559.734504
610.551819,10,12563.952965
809.929459,10,12567.813858
885.439323,10,12572.589756
1112.125114,10,12577.926651
1666.840897,10,12580.464517
1055.8797,10,12583.329981
1075.965508,10,12587.180571
1136.523071,10,12591.825741
1225.380676,10,12595.008532
1078.194489,10,12600.104916
882.408195,10,12604.331525
1281.903931,10,12607.909706
996.379082,10,12613.002522
1193.449585,10,12617.397836
1655.882133,10,12620.39678
1283.015602,10,12624.628513
1063.65374,10,12629.840531
773.059021,10,12633.508543
1068.739914,10,12637.09451
1022.52037,10,12640.918955
1106.227097,10,12646.432467
918.138626,10,12649.63132
1153.798813,10,12652.59446
876.602554,10,12657.541078
1361.40271,10,12661.27087
810.270752,10,12664.112424
422.183167,10,12667.78813
1113.603683,10,12672.924351
1413.037842,10,12676.368385
410.946884,10,12679.510889
999.568604,10,12684.146998
968.451614,10,12688.029845
1142.754486,10,12691.817281
624.912308,10,12695.52154
1081.344513,10,12700.825921
1789.445374,10,12704.436798
1685.112061,10,12709.090914
1686.511444,10,12713.336705
1239.574097,10,12716.001013
1960.645508,10,12718.733837
1540.492661,10,12723.556683
994.578903,10,12727.549782
1016.193634,10,12730.561817
977.391541,10,12734.533912
831.818802,10,12739.192844
620.929619,10,12742.162597
1029.259193,10,12745.033745
896.770569,10,12749.859487
1074.770172,10,12753.881962
1085.459457,10,12758.313302
1225.41272,10,12762.797098
782.304092,10,12766.549252
1208.917007,10,12771.567134
1411.021423,10,12776.235248
1399.289871,10,12778.825221
1072.857758,10,12781.744751
1520.251221,10,12785.803766
1092.032158,10,12790.302936
539.980042,10,12793.391137
752.95417,10,12797.697639
852.536568,10,12801.845892
1307.890915,10,12805.066577
1016.673126,10,12809.377014
934.241653,10,12812.409962
1124.663696,10,12815.841154
1060.846924,10,12819.257318
1365.62645,10,12822.140646
1136.896057,10,12824.52818
951.5084,10,12827.314996
1076.431015,10,12831.391191
930.825241,10,12834.919717
3.836716,10,12838.272934
186.890701,10,12841.502393
243.997437,10,12844.795724
455.335953,10,12849.285311
481.682335,10,12852.875211
330.16291,10,12855.810181
519.636902,10,12858.341303
207.320541,10,12860.878109
231.37104,10,12864.131935
540.44696,10,12867.11545
415.005737,10,12870.386729
456.898972,10,12875.041786
472.815796,10,12879.223613
19.328003,10,12880.682523
915.308197,10,12883.282689
1341.920425,10,12887.918757
298.623375,10,12891.1253
1056.266937,10,12892.178546
1438.594406,10,12895.559265
1290.237442,10,12899.97349
1443.651833,10,12903.127322
1487.018463,10,12906.581357
1308.321747,10,12909.343004
787.975647,10,12912.202994
1160.215027,10,12916.065845
1624.778786,10,12918.761235
677.56179,10,12921.526826
1549.074188,10,12925.249357
974.316254,10,12927.841356
1242.146408,10,12931.244245
1479.249222,10,12935.019782
649.700867,10,12936.590196
987.32843,10,12940.992539
1046.490662,10,12944.343236
1148.825287,10,12947.225977
952.600517,10,12950.629128
1367.977524,10,12953.276352
1292.085014,10,12957.017021
670.507195,10,12960.179145
604.324051,10,12962.653268
440.690208,10,12966.899918
588.306107,10,12969.642579
594.646713,10,12972.984629
338.803017,10,12975.929434
580.404755,10,12981.144437
585.173203,10,12984.896384
13.527344,10,12988.717589
456.019447,10,12992.753031
335.039955,10,12995.807498
530.242752,10,12998.935234
319.726181,10,13002.615912
159.328674,10,13006.609926
150.923378,10,13009.861006
1001.380386,10,13014.027716
698.978523,10,13016.676966
559.095345,10,13021.191878
1093.486824,10,13024.260926
1046.830864,10,13027.274829
702.642868,10,13030.006806
648.757408,10,13033.876917
582.832626,10,13036.090541
1030.046486,10,13040.388182
961.382355,10,13043.595417
875.270309,10,13047.06891
622.842041,10,13049.564469
779.730682,10,13052.695007
848.935326,10,13055.383773
755.770538,10,13058.158478
739.401688,10,13061.097722
944.774307,10,13063.579057
772.539413,10,13067.673254
972.914047,10,13069.694951
69.954826,10,13073.869562
197.769432,10,13077.302583
764.708878,10,13080.442432
468.942139,10,13083.2533
727.236954,10,13085.729219
685.75,10,13089.647039
602.416443,10,13091.609573
816.320511,10,13095.813415
602.373535,10,13098.400621
841.496674,10,13102.326582
843.663055,10,13104.94946
918.001801,10,13108.151968
903.34642,10,13110.781821
1003.65451,10,13114.256428
567.759384,10,13116.766779
844.752548,10,13119.346073
954.779419,10,13122.570159
668.672501,10,13125.009531
733.562012,10,13128.020283
730.948112,10,13130.949212
587.739311,10,13133.874518
635.436905,10,13136.886214
1200.688583,10,13140.831284
664.453873,10,13144.47039
409.411545,10,13145.239022
626.392708,10,13148.16715
737.759735,10,13151.188444
563.772644,10,13154.66964
509.143471,10,13157.207632
351.203751,10,13161.030603
105.491791,10,13162.126552
245.971024,10,13165.781679
471.118973,10,13168.244906
496.72731,10,13172.443163
717.681992,10,13174.208365
333.579285,10,13177.508103
245.68277,10,13181.040549
526.13916,10,13184.01023
419.582863,10,13186.563241
484.603714,10,13189.926446
366.325729,10,13192.411206
587.449089,10,13195.435956
1151.527641,10,13197.834348
608.162369,10,13201.02947
1131.991104,10,13203.596492
1110.629097,10,13206.569298
884.176361,10,13208.952668
1165.750839,10,13211.758796
1134.672607,10,13213.761472
1160.303688,10,13217.27895
1378.593552,10,13219.931051
997.862144,10,13222.872067
